x1,x2,x3,cat1,cat2
1.0159580514915092,-7.885139161791111,12.13783015281344,Category_1_A,Category_2_A
54.162956452362096,50.646430930761866,9.8354918748185,Category_1_B,Category_2_A
45.81809477825889,58.52019084833636,3.737516945811107,Category_1_B,Category_2_A
100.21655210395326,100.97413625945352,-11.062751151946262,Category_1_B,Category_2_B
107.85893908695309,96.8441568727014,72.89096545310068,Category_1_B,Category_2_B
57.92586177866876,54.53261735329146,55.92514585364236,Category_1_B,Category_2_A
42.51170620927672,58.02029100640884,43.02440996735661,Category_1_B,Category_2_A
44.14485756276373,52.324707320237145,28.813274132111204,Category_1_B,Category_2_A
41.0293440660166,41.11772285450333,92.15048930824632,Category_1_B,Category_2_A
48.81619687301273,57.57617196841517,-23.194768990006445,Category_1_B,Category_2_A
40.59752421757134,40.35954902727504,114.97151290103976,Category_1_A,Category_2_B
-0.8633355121057775,3.5647847411830487,-8.743926010210053,Category_1_A,Category_2_A
52.98288095229522,58.0009204619641,-9.68766789963085,Category_1_B,Category_2_A
45.569745652959504,43.14891127663344,41.24014480637548,Category_1_A,Category_2_B
53.52509803960263,50.56330259600141,8.142698625994205,Category_1_A,Category_2_B
1.8172563483270172,4.10109179495198,-6.089561379298135,Category_1_A,Category_2_A
-9.520362352456694,-6.48976740505586,102.43184193589778,Category_1_A,Category_2_A
1.1770817598176393,-5.0960483089695,10.890319364502968,Category_1_A,Category_2_A
95.18504893814932,91.33139977902506,35.32374484423197,Category_1_B,Category_2_B
48.302023940201394,43.180050170128766,13.721953828852646,Category_1_B,Category_2_A
95.67050163542638,92.36324138895684,40.44551854229261,Category_1_B,Category_2_B
53.862758366259925,45.81284864834814,27.100670570008727,Category_1_A,Category_2_B
98.8090743534148,105.0114683775796,-23.49025942088888,Category_1_B,Category_2_B
43.13735476949927,53.87368942196005,29.55586251907177,Category_1_A,Category_2_B
50.8929803606369,55.25204843343573,-8.038499076078251,Category_1_A,Category_2_B
105.60629529022734,103.1932788690638,24.47921770200715,Category_1_B,Category_2_B
46.1272706475236,55.88468395016523,1.3560325560831503,Category_1_B,Category_2_A
94.43915767864362,92.97912623760192,50.17841135143295,Category_1_B,Category_2_B
-2.240574848887025,1.0862718756111338,-6.073664725974671,Category_1_A,Category_2_A
58.72767299720861,40.4291950585319,101.3118460667954,Category_1_B,Category_2_A
109.51990844945868,99.8332779447318,91.62005561477444,Category_1_B,Category_2_B
3.447673518256273,6.868336942193732,0.8918091403376178,Category_1_A,Category_2_A
8.05668217076796,-0.5542575344634582,67.28549216464411,Category_1_A,Category_2_A
