x1,x2,x3,cat1,cat2,cat3,cat4
40.207483077714,47.34316833355666,1.296819818795086,Category_1_B,Category_2_A,Category_3_A,Category_4_A
50.03749184297477,51.22011443014159,6.558296552363333,Category_1_A,Category_2_A,Category_3_B,Category_4_A
99.91546586268292,97.92489810288367,2.3290801561386454,Category_1_B,Category_2_B,Category_3_A,Category_4_A
92.67659057918551,109.61196338064148,4.804960871680803,Category_1_B,Category_2_B,Category_3_A,Category_4_A
92.84222170909078,104.30677395980302,-8.043678110946997,Category_1_A,Category_2_A,Category_3_B,Category_4_B
144.37117351252158,156.83407459227573,-4.327614166819753,Category_1_A,Category_2_B,Category_3_B,Category_4_B
48.37016361020905,42.54935845969894,-4.020137602263122,Category_1_A,Category_2_B,Category_3_A,Category_4_A
94.9620233682712,108.73641570627544,-0.5615351071823571,Category_1_B,Category_2_A,Category_3_A,Category_4_B
-8.318806976692999,-4.5095742611098855,-3.531853196047023,Category_1_A,Category_2_A,Category_3_A,Category_4_A
96.909972801008,103.75196306672802,5.54909175040556,Category_1_B,Category_2_A,Category_3_A,Category_4_B
93.33552693064644,95.9469896795412,2.264639140321455,Category_1_B,Category_2_B,Category_3_A,Category_4_A
107.57118171065318,102.98414157735124,4.563395781718119,Category_1_A,Category_2_A,Category_3_B,Category_4_B
59.01928063253433,40.716958455471,7.639271953487832,Category_1_B,Category_2_A,Category_3_A,Category_4_A
140.7749675166464,147.80466731424883,-3.722316063967457,Category_1_A,Category_2_B,Category_3_B,Category_4_B
103.9821478279752,109.02314204156752,-3.512279851024892,Category_1_B,Category_2_A,Category_3_B,Category_4_A
51.455196311388185,42.854037382724925,11.871557798038369,Category_1_A,Category_2_A,Category_3_A,Category_4_B
7.960142364502992,-2.618178774921791,12.210849183737986,Category_1_A,Category_2_A,Category_3_A,Category_4_A
3.3379794583927325,8.637882920916699,-9.488980745473508,Category_1_A,Category_2_A,Category_3_A,Category_4_A
100.95675566092964,90.16813550961596,-6.579886475331089,Category_1_A,Category_2_B,Category_3_B,Category_4_A
104.04854848136112,106.77120611314976,-2.8047839467181808,Category_1_A,Category_2_A,Category_3_B,Category_4_B
147.7295433922933,156.75957639685683,7.362951370905632,Category_1_A,Category_2_B,Category_3_B,Category_4_B
153.88877355528916,155.62745784639026,-7.339923729081885,Category_1_B,Category_2_A,Category_3_B,Category_4_B
106.49740929001096,107.64997791230316,-5.3968947047115385,Category_1_B,Category_2_A,Category_3_B,Category_4_A
49.313369507345314,47.59682613405026,-6.992169769691473,Category_1_A,Category_2_B,Category_3_A,Category_4_A
158.81048819053314,145.94556974799264,2.6867539237717284,Category_1_B,Category_2_A,Category_3_B,Category_4_B
106.07479540024636,100.50871912250297,4.030548744147131,Category_1_A,Category_2_B,Category_3_B,Category_4_A
109.66718496448664,95.87471022136216,3.4120052245390387,Category_1_B,Category_2_B,Category_3_A,Category_4_A
93.39272515167534,94.9356803255751,-2.573501662483878,Category_1_A,Category_2_B,Category_3_B,Category_4_A
50.42169422919595,41.234546437460885,3.241432805488321,Category_1_A,Category_2_A,Category_3_B,Category_4_A
108.91034833952482,97.06753382350098,6.18785920303685,Category_1_A,Category_2_B,Category_3_B,Category_4_A
102.99080926320951,93.1379890452184,-2.1005451505495296,Category_1_A,Category_2_B,Category_3_B,Category_4_A
57.216638464513935,55.19803994730656,-5.032196571157767,Category_1_A,Category_2_A,Category_3_B,Category_4_A
159.41692024180452,153.566953509224,1.4196477879924114,Category_1_A,Category_2_B,Category_3_B,Category_4_B
93.71083373868922,107.24201703448622,-6.145126676278517,Category_1_A,Category_2_A,Category_3_B,Category_4_B
94.86231350626818,99.56536426006312,7.885398545114806,Category_1_A,Category_2_B,Category_3_A,Category_4_B
7.468016862022495,-5.134513961185725,0.4317615386084716,Category_1_A,Category_2_A,Category_3_A,Category_4_A
8.125545538470153,5.2050575678870175,10.185070115378652,Category_1_A,Category_2_A,Category_3_A,Category_4_A
105.16555973593296,93.80967017680888,-6.002728391707355,Category_1_A,Category_2_A,Category_3_B,Category_4_B
46.9380390755104,47.657419118160014,-3.5052382067589494,Category_1_A,Category_2_A,Category_3_A,Category_4_B
99.27069427968117,102.45560961503236,-3.567927738243261,Category_1_B,Category_2_A,Category_3_A,Category_4_B
2.210754816962588,2.6961573970188866,-0.3936620522351318,Category_1_A,Category_2_A,Category_3_A,Category_4_A
49.92563435342374,49.63649168536976,-1.3144750699948813,Category_1_A,Category_2_B,Category_3_A,Category_4_A
149.55948027076693,152.72916727593326,-0.9651690870789028,Category_1_B,Category_2_B,Category_3_B,Category_4_A
98.7111092953269,94.2167265575362,3.6663618547545247,Category_1_B,Category_2_B,Category_3_A,Category_4_A
157.40816592853062,149.61986188495518,2.1754145061972334,Category_1_B,Category_2_B,Category_3_B,Category_4_A
43.74717294122843,46.30120833919432,3.4358044880605183,Category_1_A,Category_2_A,Category_3_A,Category_4_B
53.7534818638535,43.396742027104565,-0.7106126435791276,Category_1_A,Category_2_B,Category_3_A,Category_4_A
104.07058347602776,91.39795313368032,-4.095431487716762,Category_1_A,Category_2_A,Category_3_B,Category_4_B
158.50400154542214,144.05382131143506,-1.8986554085154217,Category_1_B,Category_2_A,Category_3_B,Category_4_B
140.78909635348535,148.1395509241757,-1.8486565374898345,Category_1_B,Category_2_B,Category_3_B,Category_4_A
152.94233427090222,153.29003512976453,1.7575528610903168,Category_1_A,Category_2_B,Category_3_B,Category_4_B
102.7610796943477,95.29300006652294,-3.4694525043028155,Category_1_B,Category_2_A,Category_3_A,Category_4_B
99.23395324941394,107.59074382895334,-8.542577811787313,Category_1_B,Category_2_A,Category_3_A,Category_4_B
-8.93881151029214,-8.616745935552164,0.3866722562786765,Category_1_A,Category_2_A,Category_3_A,Category_4_A
40.771418463247166,56.065037902588685,-1.5783015460947254,Category_1_B,Category_2_A,Category_3_A,Category_4_A
43.390628284157536,49.37554166368747,-1.7325848529361307,Category_1_A,Category_2_A,Category_3_B,Category_4_A
155.89095773957078,146.34666860510143,6.626513914239581,Category_1_B,Category_2_B,Category_3_A,Category_4_B
-6.747879068798383,-7.187505617765146,0.5960927176597912,Category_1_A,Category_2_A,Category_3_A,Category_4_A
142.77477399559103,151.927839276972,-2.9683440398923127,Category_1_B,Category_2_B,Category_3_B,Category_4_A
147.05833906465364,151.40258316721176,2.711081662224397,Category_1_B,Category_2_A,Category_3_B,Category_4_B
-0.3100308969439584,3.748685727558442,-0.178835064444462,Category_1_A,Category_2_A,Category_3_A,Category_4_A
53.95472770247555,57.08809022940808,1.9925128710218545,Category_1_A,Category_2_B,Category_3_A,Category_4_A
106.02312863391371,99.22072014006297,2.8734167840374414,Category_1_A,Category_2_B,Category_3_B,Category_4_A
145.33548754143882,158.9759959875871,-1.3313122255215044,Category_1_B,Category_2_B,Category_3_A,Category_4_B
108.189524185165,109.70776692119836,4.645435103608749,Category_1_B,Category_2_B,Category_3_A,Category_4_A
40.457338999393535,42.37632460465625,2.282437086283612,Category_1_B,Category_2_A,Category_3_A,Category_4_A
147.50245524991547,150.9316681877835,-3.171413904622011,Category_1_B,Category_2_B,Category_3_A,Category_4_B
43.992666572964495,51.98206786232994,2.8402408325074577,Category_1_A,Category_2_B,Category_3_A,Category_4_A
96.85610458322822,90.29860660987352,-2.6392554422985306,Category_1_B,Category_2_A,Category_3_A,Category_4_B
148.88224590088095,142.94891613273967,-4.352261728970575,Category_1_B,Category_2_A,Category_3_B,Category_4_B
99.96279220723584,104.85789220112888,-6.620189762419107,Category_1_A,Category_2_A,Category_3_B,Category_4_B
98.28692649599245,97.45875678005414,-0.5613189465864228,Category_1_B,Category_2_A,Category_3_A,Category_4_B
194.28511925769877,206.27639797610092,-3.673127083992271,Category_1_B,Category_2_B,Category_3_B,Category_4_B
44.33279425453724,59.85777628974893,-7.644805657471712,Category_1_B,Category_2_A,Category_3_A,Category_4_A
44.64614254492997,51.73195607280569,4.913251401756408,Category_1_A,Category_2_A,Category_3_B,Category_4_A
104.58171241252823,90.41540816332576,8.258358478044867,Category_1_B,Category_2_A,Category_3_B,Category_4_A
48.31837334029584,43.09940576973326,6.705447732548489,Category_1_B,Category_2_A,Category_3_A,Category_4_A
101.677963560276,103.2773273084512,-3.080523639321434,Category_1_A,Category_2_B,Category_3_B,Category_4_A
99.88673210265414,105.3946274684243,-8.173638791706294,Category_1_A,Category_2_B,Category_3_B,Category_4_A
98.60093628422374,90.18556712063528,10.16730182316782,Category_1_A,Category_2_B,Category_3_B,Category_4_A
104.6953163407234,102.71116088594428,5.265509599928197,Category_1_B,Category_2_A,Category_3_B,Category_4_A
101.12432973607298,100.71747404042992,5.247547818500339,Category_1_B,Category_2_A,Category_3_A,Category_4_B
146.05261283320013,142.62344109746974,-2.753667111522237,Category_1_A,Category_2_B,Category_3_B,Category_4_B
109.41596389626912,91.6963794219768,4.036311808384897,Category_1_A,Category_2_A,Category_3_B,Category_4_B
194.49685224246608,209.0685345091121,-16.30046176724419,Category_1_B,Category_2_B,Category_3_B,Category_4_B
42.77538313909346,59.18457506586597,-1.1771764062388013,Category_1_A,Category_2_A,Category_3_B,Category_4_A
102.29864950724438,96.3745315943416,0.9559444214942968,Category_1_A,Category_2_B,Category_3_B,Category_4_A
49.83857878569492,47.88076397023107,-6.654899539091883,Category_1_A,Category_2_A,Category_3_A,Category_4_B
93.6630546730644,92.22183774944452,-1.0640932467346362,Category_1_B,Category_2_A,Category_3_B,Category_4_A
142.186210303294,144.97600396284878,8.296366399472646,Category_1_A,Category_2_B,Category_3_B,Category_4_B
50.79151049846848,46.46548961945373,-4.12521893030639,Category_1_A,Category_2_A,Category_3_B,Category_4_A
145.7859856309649,153.821050398037,9.577700033445474,Category_1_B,Category_2_A,Category_3_B,Category_4_B
42.06108103692247,48.5792267841569,2.630946733214552,Category_1_B,Category_2_A,Category_3_A,Category_4_A
