x1,x2,x3,cat1,cat2,cat3,cat4
94.4398634217948,107.77998710884016,-227.93853691006947,Category_1_B,Category_2_A,Category_3_B,Category_4_A
57.41464612354753,58.06748468452864,349.29000050700853,Category_1_A,Category_2_A,Category_3_B,Category_4_A
94.13438310678852,101.1955075048307,-187.46230790347497,Category_1_A,Category_2_B,Category_3_A,Category_4_B
58.37221815875843,56.14322974584459,553.0584065772682,Category_1_B,Category_2_A,Category_3_A,Category_4_A
49.76822377589659,50.58230719192507,3.5130254111423844,Category_1_B,Category_2_A,Category_3_A,Category_4_A
202.2348772580529,191.9015412820088,-58.30052597510498,Category_1_B,Category_2_B,Category_3_B,Category_4_B
155.3181571296063,148.7147730114043,142.39619571780477,Category_1_B,Category_2_A,Category_3_B,Category_4_B
100.36835975745886,103.9833274134674,-26.92640364738153,Category_1_A,Category_2_A,Category_3_B,Category_4_B
145.93601003152443,155.09095304609002,-90.37976547021402,Category_1_B,Category_2_B,Category_3_B,Category_4_A
193.75442457322504,203.5570704871712,-245.79790769745267,Category_1_B,Category_2_B,Category_3_B,Category_4_B
141.6148253752975,140.04209697402922,-688.8788279855597,Category_1_B,Category_2_B,Category_3_A,Category_4_B
104.7688059239794,103.64674945672442,83.05643000325644,Category_1_B,Category_2_A,Category_3_B,Category_4_A
48.82618445791906,59.60042496296697,-92.4751763844264,Category_1_B,Category_2_A,Category_3_A,Category_4_A
93.16619735425304,94.26007723466724,-352.77971194172363,Category_1_B,Category_2_A,Category_3_A,Category_4_B
107.59874062402558,104.2643397921692,419.0507384048883,Category_1_A,Category_2_A,Category_3_B,Category_4_B
145.4817292398445,143.95378234397677,-119.64036067970378,Category_1_A,Category_2_B,Category_3_B,Category_4_B
98.28470038162102,105.3297857903629,-26.895625240406765,Category_1_B,Category_2_B,Category_3_A,Category_4_A
145.92159865467295,158.71593912318428,-135.9580606553008,Category_1_B,Category_2_A,Category_3_B,Category_4_B
202.57575817758965,194.16402332544905,-20.558098370307803,Category_1_B,Category_2_B,Category_3_B,Category_4_B
151.5967562037909,156.5868124257875,-37.1211967114446,Category_1_A,Category_2_B,Category_3_B,Category_4_B
151.99858393249974,145.98507270698371,-13.253269503338082,Category_1_B,Category_2_A,Category_3_B,Category_4_B
95.31638235071014,107.61409999184606,-154.60230365977745,Category_1_A,Category_2_B,Category_3_A,Category_4_B
195.69371761282727,190.6354977495991,-172.76267465675502,Category_1_B,Category_2_B,Category_3_B,Category_4_B
95.07176411547576,105.10461419536033,-139.05198235574,Category_1_A,Category_2_A,Category_3_B,Category_4_B
146.55127895377467,144.3072359920385,-71.77750969957417,Category_1_A,Category_2_B,Category_3_B,Category_4_B
