x1,x2,x3,cat1,cat2,cat3,cat4,cat5,cat6
255.42641286533487,240.59309881595456,2.951040374229084,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
90.41503898718804,90.22857053648131,-50.99062880760355,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_A
102.6729646985255,96.63688000468989,12.27063781923967,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_B
154.97607765077225,141.2286215721059,-6.127742829438546,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_A
149.9701402460518,151.9634701611295,3.534363268628831,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_A
144.49593291061694,157.71840507045246,0.0107499562063804,Category_1_A,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_A
143.96125729519247,148.24267550727882,-29.256048550386684,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_B
205.2106142439792,190.76544397804392,-0.5478094426795517,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_A
93.38221673125072,91.61684807581612,-36.51443754926714,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_A
141.7667962834802,141.63829084603697,-40.64117184840331,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_A
153.70719636735595,156.1873466764307,28.68455340303809,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B
159.06786692389875,156.01388005769996,39.459690388304864,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_A
90.07896532655828,90.33819622709416,-43.5500308223959,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B
200.24384526771556,207.2258865046124,8.494363557524743,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_A
206.25241923304227,208.22600448704893,33.94093306407566,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_A
102.25052133658777,98.01753369270324,9.061030596143592,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_A
104.435106348636,95.73781396675416,4.378221138758415,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_B
95.83752136341266,106.86089770527676,-4.869851776277493,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
208.35548245025888,202.3408910595483,23.968599044521973,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B
204.2915156679538,192.8119745357079,-5.288203182514272,Category_1_A,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_A
150.85088736022522,144.57511227431831,-14.859070403907989,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_B
242.84340095203052,256.8299594235039,-5.333135759807659,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_A
97.4668152010294,106.88716947016395,-7.900521995430342,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_A
203.4826723013269,194.4029198676128,-4.85303487207646,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_B
148.83666348845992,156.22275279504325,2.0022431544799666,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_A
148.68027986666587,150.71907067778233,-9.387232409242038,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_B
202.35533956938636,202.20856897964865,8.635398200957408,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_A
200.2627648510878,200.4773976625256,-4.431577009040403,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_A
153.00794363862934,152.79258296991125,16.99698510689773,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_A
102.02077906809087,90.10312696067834,-17.678804573936677,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_A
206.10446393665487,190.4947756683124,-3.458233236299821,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B
150.4329430478727,153.80052770631426,13.088069158425544,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_B
158.17297761617337,143.43186039124427,12.74624271533906,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_A
196.3847217797709,203.87861347377316,-2.4573303351862608,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_B
141.80918698541814,145.70531246243627,-33.291106227363635,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_A
146.01400113272408,141.10211841563375,-35.37547087231452,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_B
142.279687237271,151.6444580517202,-18.36415824005064,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_A
156.57362652615353,145.9163745313119,22.146585819280908,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_B
190.937926387785,196.4563227115061,-35.58840609967972,Category_1_A,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
202.52574296622785,209.33978775709997,21.239864694454717,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_B
150.95172311838488,143.89869329566173,-16.93642517937755,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B
106.38573991340138,96.94793010291228,3.443105427997988,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_A
143.97895079357625,142.0802813022142,-35.61931125930684,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
207.13700604915465,198.03563704948976,14.78047058965804,Category_1_A,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
197.03305278864173,191.8569529017458,-19.96108830519413,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_A
155.09295383059714,150.09687612923398,15.072937564580338,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_B
245.9192341375936,254.8518148188948,0.768306873499538,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
57.67872959122373,40.10581018338766,6.364751197056139,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A
96.51023275664495,91.80322337690042,-20.869845822138394,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A
193.30031795438296,191.1236796182388,-39.39559096936189,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_B
197.85058487893176,207.68651326732868,13.7756211158108,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B
241.869207491173,259.711717133057,-2.713712193300128,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_A
256.42211315673853,250.40349371255,14.759793290635722,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
243.02304039285127,243.96834859065592,-38.11989182346039,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_B
97.682288973844,108.66696632166038,12.47886968471265,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
158.88521424477602,153.0919640668427,31.26290947010203,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_A
159.75250949803743,155.83583494320175,29.87542632191881,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_B
49.12609094189568,50.22431357222758,-0.8891508547602247,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A
