x1,x2,x3,cat1,cat2,cat3,cat4,cat5,cat6
243.08325684759345,246.19284237489245,4.785657986717832,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_B
204.8009939303081,203.43277081131828,7.382336270195369,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_B
195.26630030370268,195.6370957661395,-6.878228976150265,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_B
200.674787867606,203.5864305178214,10.511128534124044,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_B
190.2914992497084,207.598938749066,-6.461218403443245,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_B
158.3749401619977,146.93176901339905,3.7171973740296864,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A
158.01429708234025,145.1431009317086,8.727409826389405,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
90.66842855252688,104.91147534352082,-0.4291422177657125,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_A
159.13898672550232,142.74041915340536,2.190638224492452,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_B
92.74418642712152,100.46303826558254,4.300216919814901,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A
-4.323432940841084,8.500831508006264,-1.0436020934061734,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A
102.12166368717658,95.8399364290216,-4.556829817704199,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
108.88450272106084,105.01708921185012,7.0354023274669615,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_A
207.0547108221857,198.1291089100561,7.509383726214169,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_A
140.04518467037028,156.7713391315638,2.237936569196343,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B
200.42452054440585,204.9190182216654,2.270960015316991,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_B
101.04075266529134,90.53590578181596,7.379459105615589,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_A
49.70754827325419,57.8823905198425,4.7819616405574745,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A
155.36268308128845,143.37117636561774,8.312636803600265,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
193.2143350625114,207.604682315884,1.3955592289165786,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B
105.29120900677758,97.91305290656058,-7.893226130908668,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_B
140.41619595904132,141.0480849410407,4.556964499906111,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_A
92.70420356738234,107.6517961252316,2.70136853448151,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B
142.3254603480338,152.6530683723148,4.658253182522396,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B
96.1979516898006,95.79586500066804,8.620955144528738,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A
103.42905290424004,107.34963248459316,-6.686764821488582,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A
149.4245955650003,145.18161342365124,-13.648025536545504,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_A
56.32336596092054,46.58604144542036,7.137264506870888,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A
95.79173567061108,101.08138318177885,4.002336523742052,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_A
204.6625195522534,202.03747283220585,1.4289309300248747,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_B
54.052447105104925,49.40994221751264,-4.786862210964032,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_A
146.55138952526846,155.83008774993476,8.636830925259854,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_B
96.69295058212111,100.8235567507716,-1.337847022690264,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_B
109.56116158033038,103.24673202703308,12.723226406833374,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
202.49164223470703,191.57315533707285,3.4270777121040545,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_B
209.0062704939905,208.0903524291598,6.71209704011847,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B
205.34951301240977,191.61762033332468,-11.165074129897846,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_A
106.50018506429548,103.79481597808272,4.096624938067588,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_A
198.1328060361332,202.35463283517967,-3.518593337562937,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B
49.026168228426286,45.13240348200007,-5.803362775587057,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A
98.01263254723348,109.99483859810186,-3.039071128478003,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_B
259.9027632067712,257.18574289112337,15.483717923765797,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_A
43.551283518757785,49.515237025857246,-2.935827151645898,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A
59.25193806055701,59.974246229107806,-8.698535513749786,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_B
148.38500540518214,148.06834492354102,6.375803300321367,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_A
98.48104893101996,98.69860518571376,-4.058146645169046,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_B
49.26297739454692,53.76893434867679,-0.5119796910156755,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A
