x1,x2,x3,cat1,cat2,cat3,cat4,cat5,cat6
243.60539377753537,242.83653891212123,-1.3127921916277532,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_B
40.38950482975249,52.01726358841519,-2.4379049969867097,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_B
99.2643705299669,92.24883146423797,-7.542512258050822,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_B
104.49867858384296,92.63569753986089,-6.888601202786095,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
98.40407209175456,100.81100649082344,2.004917274859573,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A
-0.291458036644352,8.939908791149225,1.271443465705735,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A
90.25561629181216,90.57210816775978,-4.068326453281225,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_A
199.74743214639744,191.9880073883213,8.430601739637744,Category_1_A,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
108.83613304686732,94.0391892872183,6.584084809643358,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B
57.015901787535576,56.29386140333615,2.469154735354717,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_B
204.5992894044164,194.80571093128384,4.059077877087088,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B
142.1747214373795,145.4404403224122,1.573593744945241,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_B
157.87808340570163,148.5873589668068,4.970322736562826,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
57.14308494145659,57.13615207716788,4.365114888478322,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_A
143.30173235190455,145.6053584306649,0.1921996176537482,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B
152.6466802764699,149.43440445973096,-10.084708450426064,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_B
240.40967225582463,249.4993039630541,-1.4177563885503424,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
92.33474537560032,99.99173462980632,-4.797418281736697,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_A
246.3273462322508,248.91713815629305,-6.276015628635965,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B
93.15824613349874,106.1018134289099,1.6633655312941595,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B
155.1795917632101,143.99792095440034,-7.961749659438754,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_B
106.36550715728288,100.08789346187282,5.069354901252997,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_A
146.89248981918433,142.62051517285198,-3.0347094017168783,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B
196.37597593724865,207.4268397350687,-7.689878333751345,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_A
92.2332246398932,98.49917637349505,-4.870094051077146,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A
41.67906286644114,59.960735528336,9.568799964176918,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_A
