x1,x2,x3,cat1,cat2,cat3,cat4
91.52616578747914,109.2923463850496,-694.551584314855,Category_1_B,Category_2_B,Category_3_A,Category_4_A
205.5983758448023,199.70820815384243,171.1269315731677,Category_1_B,Category_2_B,Category_3_B,Category_4_B
48.76818462881787,49.57397372635463,3.7805487522650383,Category_1_B,Category_2_A,Category_3_A,Category_4_A
4.469303556618824,8.053274088527452,22.251040032136288,Category_1_A,Category_2_A,Category_3_A,Category_4_A
59.559790239932056,40.31820822488879,776.3008630141065,Category_1_B,Category_2_A,Category_3_A,Category_4_A
100.76991740820868,107.37770317953324,-61.78409732198192,Category_1_A,Category_2_B,Category_3_A,Category_4_B
100.02240927319876,92.58146801575506,-54.9950305261336,Category_1_B,Category_2_A,Category_3_A,Category_4_B
141.44102266719523,147.58336836452793,-638.0755662645162,Category_1_B,Category_2_A,Category_3_B,Category_4_B
195.36877960203745,199.76912340861963,-101.9803213474514,Category_1_B,Category_2_B,Category_3_B,Category_4_B
99.9976500165112,99.53117393831316,2.02663932001644,Category_1_B,Category_2_A,Category_3_A,Category_4_B
103.58459992241882,90.78817116336236,-38.63163842644494,Category_1_A,Category_2_A,Category_3_B,Category_4_B
106.07478072208752,96.34214254788571,215.87890998450663,Category_1_B,Category_2_A,Category_3_A,Category_4_B
97.61882266297076,97.13589380734692,-20.17870642609901,Category_1_A,Category_2_B,Category_3_A,Category_4_B
141.31872693811812,159.12358653727887,-739.5191293632502,Category_1_B,Category_2_A,Category_3_B,Category_4_B
145.76291198615988,158.33970749957183,-147.267315171337,Category_1_B,Category_2_B,Category_3_B,Category_4_A
108.19187055439228,101.68697268393196,544.3470067762173,Category_1_B,Category_2_A,Category_3_A,Category_4_B
44.26770707159831,58.66735409874629,-260.2496285103261,Category_1_A,Category_2_A,Category_3_B,Category_4_A
99.04247923635369,107.27424806688929,-53.6852520792972,Category_1_A,Category_2_B,Category_3_B,Category_4_A
108.62412039378044,97.51445402233053,633.1903163561408,Category_1_B,Category_2_B,Category_3_A,Category_4_A
140.49798455100697,142.3393370211134,-912.3819402954314,Category_1_B,Category_2_B,Category_3_A,Category_4_B
52.01097834928245,52.1427509380033,4.022513142588148,Category_1_A,Category_2_A,Category_3_A,Category_4_B
59.00259000827291,46.4601887839645,714.7716130422413,Category_1_A,Category_2_B,Category_3_A,Category_4_A
94.6060575804193,90.19485005823262,-260.63762912779805,Category_1_B,Category_2_B,Category_3_A,Category_4_A
150.9697983847206,159.62358704249073,-89.51396431907534,Category_1_B,Category_2_A,Category_3_B,Category_4_B
108.18256749773462,109.38552190897998,460.96450773309897,Category_1_B,Category_2_B,Category_3_A,Category_4_A
92.663388915185,100.7361289155815,-395.1846470173689,Category_1_A,Category_2_B,Category_3_B,Category_4_A
