x1,x2,x3,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
106.97635394537156,94.39619947777769,56.87090164034758,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_B
143.57791849841996,141.69084919044028,58.47474805103271,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_A,Category_7_A,Category_8_A
241.08726428612863,249.66555093987847,83.38113772596967,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_A,Category_7_B,Category_8_B
197.23076892176445,198.12299103411115,9.134305130463678,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_B,Category_7_B,Category_8_A
195.50801857212824,206.60510424638625,11.076511423969029,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B,Category_7_A,Category_8_B
300.6000044979085,292.06165346873183,12.006329489910648,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_A,Category_7_B,Category_8_B
196.1183783147183,206.88364919155936,-2.6131012099476907,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_A,Category_7_A,Category_8_A
46.08948718308287,57.04358952479352,9.192975114029812,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_A,Category_8_B
242.2348255235119,243.29127581713897,79.01989738368572,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B,Category_7_B,Category_8_B
244.9979802776023,241.14294523301777,40.01325536682074,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_B,Category_7_B,Category_8_B
158.35259795673124,151.22350574358296,63.92760287945707,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_A,Category_7_A,Category_8_B
145.28293706506747,149.54120322173495,24.461255496505576,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_B,Category_7_A,Category_8_A
204.35547374947112,199.82792409184376,23.211891502089507,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B,Category_7_B,Category_8_A
207.31430068380308,196.28554093287292,63.88537445908136,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B,Category_7_B,Category_8_A
256.1415896449075,247.1497939650428,47.5286575802619,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_B,Category_7_B,Category_8_B
-5.788988346823441,-6.858107847724282,44.98522331413403,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_A,Category_8_A
143.3448606291289,157.61668439511757,29.17864994164973,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_B,Category_7_B,Category_8_B
140.93412783364144,141.63040568218838,98.85873706619056,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_B
140.78844623514996,141.46404770423666,110.51779749386382,Category_1_A,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A,Category_7_B,Category_8_B
244.00461619550947,249.14582506726504,43.04665105950198,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_B,Category_6_A,Category_7_B,Category_8_B
309.9708680545434,290.39612297181293,115.29584651866584,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_A,Category_7_B,Category_8_A
297.4557395665578,290.67706407132334,25.58751337513224,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_A,Category_7_B,Category_8_A
105.21020547857898,95.41970350763884,39.692000456969055,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A,Category_7_A,Category_8_A
249.4694888536632,250.1827638288246,0.921214061621944,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_B,Category_7_A,Category_8_B
200.1943061163531,201.6442891352441,-3.746266657169292,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_A,Category_7_B,Category_8_A
