x1,x2,x3,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
203.00748483479185,197.2671735416164,17.267015763395676,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A,Category_7_B,Category_8_B
150.10906747469687,145.96530647919303,16.02504245290104,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_B,Category_7_A,Category_8_A
157.57202941843104,140.3003268739588,86.09247041743043,Category_1_A,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_A,Category_7_A,Category_8_A
143.6368045074307,151.85878580353702,39.696916758829246,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B,Category_7_B,Category_8_A
257.044661373492,253.7278703033308,41.0489691356898,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_B,Category_7_A,Category_8_A
105.00272572212022,98.0076163117395,27.17031928191238,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A,Category_7_A,Category_8_A
303.32203334970643,290.4072653140993,37.97822794130842,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B,Category_7_B,Category_8_B
259.7579089655193,248.6969067528683,103.38147695802904,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B,Category_7_B,Category_8_B
245.1393684520766,253.65379794812733,10.478931156662757,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_B,Category_7_B,Category_8_A
190.56611850545,200.02134585980224,81.95451945747085,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A,Category_7_A,Category_8_B
52.71438230922004,48.33868538942539,4.6511959940542456,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_A
306.9462477497325,307.22513864913793,37.6683487921253,Category_1_B,Category_2_B,Category_3_B,Category_4_A,Category_5_B,Category_6_A,Category_7_B,Category_8_B
204.7234925023202,206.193080402548,9.406643693853567,Category_1_A,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_A,Category_7_B,Category_8_A
340.4161422384698,348.6036286195226,92.29351383149874,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_B,Category_7_B,Category_8_B
242.23206261330063,259.3695209340839,38.89314068666006,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B,Category_7_B,Category_8_A
95.9544748371172,90.69702922899673,43.693064992564736,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_B,Category_6_A,Category_7_B,Category_8_A
203.7394038267969,209.10334563751215,5.024767432462497,Category_1_A,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_A,Category_7_B,Category_8_B
57.23252112003293,41.28178702892782,76.12741619968297,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_A
293.9726871836756,296.1815514055762,44.4823716227193,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_A,Category_7_B,Category_8_B
153.14378061220845,148.529599839454,14.802799655877644,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_B
153.99311257984192,154.92311691208732,-2.794479724736334,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_B
97.04784937515691,92.40569670200084,22.51858018587465,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_A,Category_6_B,Category_7_A,Category_8_A
205.79921095650613,196.37597017761283,33.45079418391093,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B,Category_7_B,Category_8_A
156.28095876234096,156.9691706025593,21.57481019535271,Category_1_A,Category_2_B,Category_3_B,Category_4_A,Category_5_A,Category_6_B,Category_7_A,Category_8_A
193.94842569004263,190.30710325655176,61.72524322392263,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_A,Category_6_A,Category_7_B,Category_8_B
258.98910588391965,258.48936209727043,56.98341365062625,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_A,Category_7_A,Category_8_B
299.5320077197088,297.8281258282922,9.77621037745979,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_B,Category_7_A,Category_8_A
203.3320069596313,203.4239573104424,6.843514955173377,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_B,Category_7_A,Category_8_A
44.22624074502801,53.425378787456864,24.49782972187549,Category_1_A,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_A
256.1505264769896,242.18257350310893,45.983833589345295,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_B,Category_6_A,Category_7_B,Category_8_A
246.39372241114864,245.6518713271224,31.65365691469558,Category_1_B,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B,Category_7_B,Category_8_B
245.87871949403575,246.64598821796648,29.879223567378894,Category_1_B,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A,Category_7_B,Category_8_B
296.0383635530049,306.9784719655281,6.000842529240593,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_A,Category_7_B,Category_8_B
306.557788036235,308.169053205942,26.53234481550692,Category_1_A,Category_2_B,Category_3_B,Category_4_B,Category_5_A,Category_6_B,Category_7_B,Category_8_B
151.05067377704427,144.22907277822202,8.678836318751438,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_A,Category_6_A,Category_7_A,Category_8_A
143.83354809865318,148.59294982997298,39.08406747303314,Category_1_B,Category_2_A,Category_3_A,Category_4_A,Category_5_A,Category_6_A,Category_7_B,Category_8_B
104.2851348139328,100.74349452962356,17.947956164796693,Category_1_A,Category_2_B,Category_3_A,Category_4_A,Category_5_B,Category_6_A,Category_7_A,Category_8_A
202.7974071444195,190.61085311790453,21.87664944529707,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_B,Category_7_B,Category_8_B
100.66407662693248,96.24437483581708,1.5188542560560236,Category_1_A,Category_2_A,Category_3_B,Category_4_A,Category_5_A,Category_6_A,Category_7_A,Category_8_B
201.45055826725985,193.0779958803104,12.325835919946956,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_A,Category_7_A,Category_8_B
240.2466507496584,249.56674325826395,93.84388076202151,Category_1_B,Category_2_A,Category_3_B,Category_4_B,Category_5_B,Category_6_B,Category_7_A,Category_8_A
403.9047595660893,408.3322104735122,0.3517576168014824,Category_1_B,Category_2_B,Category_3_B,Category_4_B,Category_5_B,Category_6_B,Category_7_B,Category_8_B
250.69318420741,241.43616019748237,12.18393481375115,Category_1_B,Category_2_B,Category_3_A,Category_4_B,Category_5_A,Category_6_B,Category_7_A,Category_8_B
241.5826943456683,258.97638611016146,60.95290469641179,Category_1_B,Category_2_A,Category_3_A,Category_4_B,Category_5_B,Category_6_B,Category_7_B,Category_8_A
