x1,x2,x3,cat1,cat2,cat3,cat4
157.85720302872005,157.86450978032863,38.62914198733485,Category_1_B,Category_2_B,Category_3_A,Category_4_B
196.63959610602356,201.68503002029016,-4.10566743521164,Category_1_B,Category_2_B,Category_3_B,Category_4_B
106.42458246115665,98.01353672950118,10.866173048712106,Category_1_B,Category_2_A,Category_3_A,Category_4_B
40.833932514504994,48.51502396731554,-34.34261191399715,Category_1_A,Category_2_A,Category_3_B,Category_4_A
42.15313359871936,51.05972930702407,-27.643386402782536,Category_1_B,Category_2_A,Category_3_A,Category_4_A
101.9010412841248,96.10938162192892,-6.980834422955864,Category_1_B,Category_2_A,Category_3_B,Category_4_A
200.59634724385643,195.15387107856264,-8.737301793017142,Category_1_B,Category_2_B,Category_3_B,Category_4_B
198.3761485711331,208.19837424769847,10.477709117482435,Category_1_B,Category_2_B,Category_3_B,Category_4_B
46.70815698546659,50.23009976462304,-7.70987225334202,Category_1_A,Category_2_A,Category_3_A,Category_4_B
52.450388643921805,42.3917335084732,-3.300096992726397,Category_1_A,Category_2_A,Category_3_B,Category_4_A
148.76282852217747,151.41171980127527,1.407487819477192,Category_1_B,Category_2_B,Category_3_A,Category_4_B
104.7176421269738,94.99928788297122,2.7508903744250386,Category_1_B,Category_2_A,Category_3_A,Category_4_B
50.36072823998538,40.10790086890402,-23.342144559519824,Category_1_A,Category_2_A,Category_3_A,Category_4_B
151.5771720045231,151.44205626503654,14.652939768670617,Category_1_B,Category_2_A,Category_3_B,Category_4_B
152.90710191791186,147.1639878977305,5.321834943537546,Category_1_B,Category_2_A,Category_3_B,Category_4_B
109.80448542746834,103.6656553776258,22.79576524605657,Category_1_A,Category_2_B,Category_3_B,Category_4_A
156.39716393843682,152.2798927192369,24.23628941057013,Category_1_A,Category_2_B,Category_3_B,Category_4_B
48.26401869632362,43.47433998054526,-13.972539984797226,Category_1_A,Category_2_A,Category_3_A,Category_4_B
57.52535310413255,46.027198230504496,12.06184056648042,Category_1_A,Category_2_A,Category_3_B,Category_4_A
56.47518865141043,54.31738680593166,29.732708872808026,Category_1_B,Category_2_A,Category_3_A,Category_4_A
91.08949015644708,98.61370399323476,-30.51991748369949,Category_1_A,Category_2_A,Category_3_B,Category_4_B
154.3727447312839,142.69445435675073,-0.1436141798017551,Category_1_A,Category_2_B,Category_3_B,Category_4_B
56.04341124848951,43.47911349682279,4.218261246356022,Category_1_A,Category_2_A,Category_3_A,Category_4_B
